Subject_ID,Condition,Trial_No,FileName,Conn_Coh_Alpha,Conn_Coh_Beta,Conn_Coh_Gamma,Conn_Coh_Theta,Asym_Band_Alpha,Conn_Coh_Delta,Ch1_Band_Alpha,Ch1_Band_Beta,Ch1_Band_Delta,Ch1_Band_Gamma,Ch1_Band_Theta,Ch1_Ratio_Engagement,Ch1_Ratio_TBR,Ch1_Stat_Kurtosis,Ch1_Stat_Mean,Ch1_Stat_Skewness,Ch1_Stat_Std,Ch2_Band_Alpha,Ch2_Band_Beta,Ch2_Band_Delta,Ch2_Band_Gamma,Ch2_Band_Theta,Ch2_Ratio_Engagement,Ch2_Ratio_TBR,Ch2_Stat_Kurtosis,Ch2_Stat_Mean,Ch2_Stat_Skewness,Ch2_Stat_Std
나현,1,1,나현_G_001.txt,0.8278928590508217,0.5936811620219674,0.5766022024188328,0.8220207583641673,-0.14323456056093106,0.7761711464227145,2.230741357239028e-11,5.561896609372142e-11,5.371683303801593e-11,3.900257410238732e-11,2.4503960091847945e-11,1.336103182611128,0.5632132744944426,1.1687938075406838,2.9379640871830426e-08,0.09749753012383974,1.496404208871413e-05,1.979252729841653e-11,3.794452777634208e-11,5.860811061455499e-11,2.5336736186235032e-11,2.6438763554945525e-11,0.983573359177706,0.8420425540720958,1.5094850218876774,-2.043314623172515e-08,0.06716846080320743,1.398266494618057e-05
